"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 01:51:48 GMT 2023","Thu Nov 23 01:52:18 GMT 2023","29073","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Thu Nov 23 01:50:40 GMT 2023","Thu Nov 23 01:51:11 GMT 2023","31004","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Thu Nov 23 01:51:51 GMT 2023","Thu Nov 23 01:52:15 GMT 2023","24239","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"passed","Thu Nov 23 01:51:15 GMT 2023","Thu Nov 23 01:51:48 GMT 2023","33664","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Thu Nov 23 01:52:18 GMT 2023","Thu Nov 23 01:52:43 GMT 2023","25443","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Thu Nov 23 01:50:09 GMT 2023","Thu Nov 23 01:50:40 GMT 2023","31519","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
"passed","Thu Nov 23 01:50:43 GMT 2023","Thu Nov 23 01:51:16 GMT 2023","33150","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"passed","Thu Nov 23 01:51:16 GMT 2023","Thu Nov 23 01:51:51 GMT 2023","34790","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Thu Nov 23 01:52:15 GMT 2023","Thu Nov 23 01:52:39 GMT 2023","23480","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Thu Nov 23 01:50:41 GMT 2023","Thu Nov 23 01:51:15 GMT 2023","33324","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Thu Nov 23 01:52:39 GMT 2023","Thu Nov 23 01:53:21 GMT 2023","42088","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
"passed","Thu Nov 23 01:53:37 GMT 2023","Thu Nov 23 01:54:30 GMT 2023","52815","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"passed","Thu Nov 23 01:52:43 GMT 2023","Thu Nov 23 01:53:18 GMT 2023","35429","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Thu Nov 23 01:50:09 GMT 2023","Thu Nov 23 01:50:41 GMT 2023","32901","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Thu Nov 23 01:50:09 GMT 2023","Thu Nov 23 01:50:43 GMT 2023","34310","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
