"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:42:19 GMT 2024","173663","chromium","strem_test.spec.ts","UI Stream Tests With Two Users","","","Send Gift in Stream",""
"passed","Sat Feb 17 01:42:43 GMT 2024","Sat Feb 17 01:43:52 GMT 2024","68778","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
"passed","Sat Feb 17 01:43:52 GMT 2024","Sat Feb 17 01:44:35 GMT 2024","42883","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Chat",""
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:40:21 GMT 2024","56461","chromium","referralProgram_test.spec.ts","UI Referral Program Flow","","","Check Referral Program Page",""
"passed","Sat Feb 17 01:43:13 GMT 2024","Sat Feb 17 01:43:56 GMT 2024","43543","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Sat Feb 17 01:44:39 GMT 2024","Sat Feb 17 01:45:02 GMT 2024","23081","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:41:31 GMT 2024","125986","chromium","referralProgram_test.spec.ts","UI Referral Program Flow","","","Add My Agent and My Referrals Check",""
"passed","Sat Feb 17 01:40:21 GMT 2024","Sat Feb 17 01:41:22 GMT 2024","60500","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Sat Feb 17 01:40:26 GMT 2024","Sat Feb 17 01:41:30 GMT 2024","63703","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Sat Feb 17 01:41:31 GMT 2024","Sat Feb 17 01:42:38 GMT 2024","66959","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Gift In Chat",""
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:40:29 GMT 2024","64803","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Disable Camera",""
"skipped","Sat Feb 17 01:43:31 GMT 2024","Sat Feb 17 01:43:31 GMT 2024","1","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Words in Chat",""
"passed","Sat Feb 17 01:42:38 GMT 2024","Sat Feb 17 01:43:26 GMT 2024","48083","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"broken","Sat Feb 17 01:46:30 GMT 2024","Sat Feb 17 01:49:42 GMT 2024","192650","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:40:26 GMT 2024","61079","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Close Pre Stream",""
"passed","Sat Feb 17 01:42:19 GMT 2024","Sat Feb 17 01:43:13 GMT 2024","54087","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Sat Feb 17 01:41:32 GMT 2024","Sat Feb 17 01:42:40 GMT 2024","68091","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"passed","Sat Feb 17 01:43:26 GMT 2024","Sat Feb 17 01:44:16 GMT 2024","49740","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Send Gift From Profile",""
"passed","Sat Feb 17 01:41:36 GMT 2024","Sat Feb 17 01:42:43 GMT 2024","66973","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"passed","Sat Feb 17 01:43:27 GMT 2024","Sat Feb 17 01:44:19 GMT 2024","52520","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Name",""
"passed","Sat Feb 17 01:40:27 GMT 2024","Sat Feb 17 01:41:32 GMT 2024","64573","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Sat Feb 17 01:42:40 GMT 2024","Sat Feb 17 01:43:27 GMT 2024","47000","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Sat Feb 17 01:39:25 GMT 2024","Sat Feb 17 01:40:27 GMT 2024","62268","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","All Prestream Elements Loaded",""
"passed","Sat Feb 17 01:40:29 GMT 2024","Sat Feb 17 01:41:36 GMT 2024","66752","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Sat Feb 17 01:41:30 GMT 2024","Sat Feb 17 01:42:46 GMT 2024","75979","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Sat Feb 17 01:46:49 GMT 2024","Sat Feb 17 01:47:05 GMT 2024","16553","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Titile",""
"passed","Sat Feb 17 01:42:46 GMT 2024","Sat Feb 17 01:43:31 GMT 2024","45151","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
