"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 14:16:53 GMT 2024","Thu Jan 18 14:18:38 GMT 2024","104850","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Thu Jan 18 14:19:26 GMT 2024","Thu Jan 18 14:20:17 GMT 2024","50776","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Name",""
"passed","Thu Jan 18 14:18:18 GMT 2024","Thu Jan 18 14:19:15 GMT 2024","56603","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"passed","Thu Jan 18 14:15:58 GMT 2024","Thu Jan 18 14:16:51 GMT 2024","53985","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Thu Jan 18 14:15:57 GMT 2024","Thu Jan 18 14:18:35 GMT 2024","157248","chromium","strem_test.spec.ts","UI Stream Tests With Two Users","","","Send Gift in Stream",""
"passed","Thu Jan 18 14:16:51 GMT 2024","Thu Jan 18 14:18:31 GMT 2024","99565","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Thu Jan 18 14:20:17 GMT 2024","Thu Jan 18 14:21:31 GMT 2024","74259","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"passed","Thu Jan 18 14:18:38 GMT 2024","Thu Jan 18 14:20:33 GMT 2024","115338","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
"passed","Thu Jan 18 14:16:50 GMT 2024","Thu Jan 18 14:17:41 GMT 2024","50274","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Thu Jan 18 14:17:41 GMT 2024","Thu Jan 18 14:18:26 GMT 2024","44978","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"passed","Thu Jan 18 14:18:31 GMT 2024","Thu Jan 18 14:19:26 GMT 2024","54834","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"passed","Thu Jan 18 14:15:57 GMT 2024","Thu Jan 18 14:17:41 GMT 2024","104068","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","All Prestream Elements Loaded",""
"passed","Thu Jan 18 14:18:35 GMT 2024","Thu Jan 18 14:20:19 GMT 2024","104822","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Thu Jan 18 14:19:34 GMT 2024","Thu Jan 18 14:20:58 GMT 2024","84758","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Words in Chat",""
"passed","Thu Jan 18 14:19:24 GMT 2024","Thu Jan 18 14:20:07 GMT 2024","42891","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Send Gift From Profile",""
"passed","Thu Jan 18 14:18:26 GMT 2024","Thu Jan 18 14:19:24 GMT 2024","58036","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Thu Jan 18 14:19:57 GMT 2024","Thu Jan 18 14:20:45 GMT 2024","48207","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Titile",""
"passed","Thu Jan 18 14:15:57 GMT 2024","Thu Jan 18 14:16:50 GMT 2024","53093","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Thu Jan 18 14:16:55 GMT 2024","Thu Jan 18 14:18:40 GMT 2024","104456","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Thu Jan 18 14:20:07 GMT 2024","Thu Jan 18 14:20:51 GMT 2024","43874","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Chat",""
"passed","Thu Jan 18 14:19:15 GMT 2024","Thu Jan 18 14:19:57 GMT 2024","42346","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Thu Jan 18 14:18:40 GMT 2024","Thu Jan 18 14:19:34 GMT 2024","53846","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
"passed","Thu Jan 18 14:15:57 GMT 2024","Thu Jan 18 14:16:55 GMT 2024","58387","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Close Pre Stream",""
"passed","Thu Jan 18 14:17:41 GMT 2024","Thu Jan 18 14:18:18 GMT 2024","37406","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Gift In Chat",""
"passed","Thu Jan 18 14:15:57 GMT 2024","Thu Jan 18 14:16:53 GMT 2024","55498","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Disable Camera",""
