"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:53:41 GMT 2024","54487","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:55:41 GMT 2024","174335","chromium","strem_test.spec.ts","UI Stream Tests With Two Users","","","Send Gift in Stream",""
"passed","Mon Jan 08 01:56:53 GMT 2024","Mon Jan 08 01:57:35 GMT 2024","42595","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Chat",""
"passed","Mon Jan 08 01:54:57 GMT 2024","Mon Jan 08 01:56:01 GMT 2024","63875","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"passed","Mon Jan 08 01:54:54 GMT 2024","Mon Jan 08 01:56:04 GMT 2024","69570","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Mon Jan 08 01:57:00 GMT 2024","Mon Jan 08 01:58:10 GMT 2024","69988","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:53:44 GMT 2024","57318","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Disable Camera",""
"passed","Mon Jan 08 01:53:39 GMT 2024","Mon Jan 08 01:54:46 GMT 2024","66950","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Mon Jan 08 01:54:51 GMT 2024","Mon Jan 08 01:55:58 GMT 2024","67843","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"passed","Mon Jan 08 01:55:58 GMT 2024","Mon Jan 08 01:56:53 GMT 2024","54033","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Mon Jan 08 01:56:04 GMT 2024","Mon Jan 08 01:57:11 GMT 2024","67135","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Name",""
"passed","Mon Jan 08 01:53:42 GMT 2024","Mon Jan 08 01:54:54 GMT 2024","71678","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:53:42 GMT 2024","55249","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","All Prestream Elements Loaded",""
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:53:46 GMT 2024","58850","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Close Pre Stream",""
"passed","Mon Jan 08 01:52:47 GMT 2024","Mon Jan 08 01:53:39 GMT 2024","52508","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Mon Jan 08 01:56:01 GMT 2024","Mon Jan 08 01:57:00 GMT 2024","59416","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Send Gift From Profile",""
"passed","Mon Jan 08 01:56:45 GMT 2024","Mon Jan 08 01:57:32 GMT 2024","47213","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Titile",""
"passed","Mon Jan 08 01:56:04 GMT 2024","Mon Jan 08 01:57:16 GMT 2024","71039","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Words in Chat",""
"passed","Mon Jan 08 01:54:58 GMT 2024","Mon Jan 08 01:56:04 GMT 2024","66147","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Mon Jan 08 01:55:52 GMT 2024","Mon Jan 08 01:56:45 GMT 2024","52294","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
"passed","Mon Jan 08 01:53:46 GMT 2024","Mon Jan 08 01:54:57 GMT 2024","71223","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Gift In Chat",""
"passed","Mon Jan 08 01:53:44 GMT 2024","Mon Jan 08 01:54:58 GMT 2024","74119","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Mon Jan 08 01:53:41 GMT 2024","Mon Jan 08 01:54:51 GMT 2024","69088","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Mon Jan 08 01:54:46 GMT 2024","Mon Jan 08 01:55:52 GMT 2024","65910","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"passed","Mon Jan 08 01:55:41 GMT 2024","Mon Jan 08 01:57:10 GMT 2024","88496","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
