"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 19 11:47:01 GMT 2024","Mon Feb 19 11:47:38 GMT 2024","36681","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"passed","Mon Feb 19 11:45:17 GMT 2024","Mon Feb 19 11:46:02 GMT 2024","45026","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Mon Feb 19 11:44:20 GMT 2024","Mon Feb 19 11:45:17 GMT 2024","57033","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Close Pre Stream",""
"passed","Mon Feb 19 11:46:39 GMT 2024","Mon Feb 19 11:47:11 GMT 2024","31283","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Mon Feb 19 11:47:39 GMT 2024","Mon Feb 19 11:49:35 GMT 2024","115203","chromium","strem_test.spec.ts","UI Stream Tests With Two Users","","","Send Gift in Stream",""
"passed","Mon Feb 19 11:46:09 GMT 2024","Mon Feb 19 11:46:39 GMT 2024","30472","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Gift In Chat",""
"passed","Mon Feb 19 11:46:05 GMT 2024","Mon Feb 19 11:46:39 GMT 2024","34310","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Mon Feb 19 11:49:21 GMT 2024","Mon Feb 19 11:50:25 GMT 2024","64089","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"passed","Mon Feb 19 11:47:44 GMT 2024","Mon Feb 19 11:48:21 GMT 2024","36971","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Mon Feb 19 11:48:21 GMT 2024","Mon Feb 19 11:49:24 GMT 2024","63598","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Titile",""
"passed","Mon Feb 19 11:46:39 GMT 2024","Mon Feb 19 11:47:09 GMT 2024","29837","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"skipped","Mon Feb 19 11:48:21 GMT 2024","Mon Feb 19 11:48:21 GMT 2024","0","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Words in Chat",""
"passed","Mon Feb 19 11:45:18 GMT 2024","Mon Feb 19 11:46:05 GMT 2024","46849","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Mon Feb 19 11:48:50 GMT 2024","Mon Feb 19 11:49:46 GMT 2024","55788","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Chat",""
"passed","Mon Feb 19 11:47:38 GMT 2024","Mon Feb 19 11:48:15 GMT 2024","37335","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
"passed","Mon Feb 19 11:47:09 GMT 2024","Mon Feb 19 11:47:44 GMT 2024","35033","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Mon Feb 19 11:47:11 GMT 2024","Mon Feb 19 11:48:03 GMT 2024","52830","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
"passed","Mon Feb 19 11:49:27 GMT 2024","Mon Feb 19 11:49:53 GMT 2024","26492","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Mon Feb 19 11:46:33 GMT 2024","Mon Feb 19 11:47:01 GMT 2024","27890","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"passed","Mon Feb 19 11:45:31 GMT 2024","Mon Feb 19 11:46:09 GMT 2024","37801","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Mon Feb 19 11:44:20 GMT 2024","Mon Feb 19 11:45:09 GMT 2024","49011","chromium","referralProgram_test.spec.ts","UI Referral Program Flow","","","Check Referral Program Page",""
"passed","Mon Feb 19 11:44:20 GMT 2024","Mon Feb 19 11:45:18 GMT 2024","57591","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Disable Camera",""
"passed","Mon Feb 19 11:48:03 GMT 2024","Mon Feb 19 11:48:50 GMT 2024","46801","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Send Gift From Profile",""
"passed","Mon Feb 19 11:48:15 GMT 2024","Mon Feb 19 11:49:21 GMT 2024","65463","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Name",""
"skipped","Mon Feb 19 11:44:17 GMT 2024","Mon Feb 19 11:44:17 GMT 2024","1","chromium","referralProgram_test.spec.ts","UI Referral Program Flow","","","Add My Agent and My Referrals Check",""
"passed","Mon Feb 19 11:46:02 GMT 2024","Mon Feb 19 11:46:33 GMT 2024","31271","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Mon Feb 19 11:51:31 GMT 2024","Mon Feb 19 11:51:43 GMT 2024","11668","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","All Prestream Elements Loaded",""
