"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 20 01:30:10 GMT 2023","Wed Dec 20 01:31:00 GMT 2023","49697","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Default System Messge",""
"passed","Wed Dec 20 01:33:17 GMT 2023","Wed Dec 20 01:33:46 GMT 2023","29571","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Send Gift From Profile",""
"passed","Wed Dec 20 01:32:43 GMT 2023","Wed Dec 20 01:32:59 GMT 2023","16267","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"passed","Wed Dec 20 01:33:45 GMT 2023","Wed Dec 20 01:35:22 GMT 2023","96908","chromium","strem_test.spec.ts","UI Stream Tests With Two Users","","","Send Gift in Stream",""
"passed","Wed Dec 20 01:37:05 GMT 2023","Wed Dec 20 01:37:31 GMT 2023","26513","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Words in Chat",""
"passed","Wed Dec 20 01:31:41 GMT 2023","Wed Dec 20 01:32:09 GMT 2023","27994","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Emoji",""
"passed","Wed Dec 20 01:30:09 GMT 2023","Wed Dec 20 01:31:03 GMT 2023","53923","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","All Prestream Elements Loaded",""
"passed","Wed Dec 20 01:31:00 GMT 2023","Wed Dec 20 01:31:41 GMT 2023","41670","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Unblock Chat By Followings",""
"passed","Wed Dec 20 01:32:09 GMT 2023","Wed Dec 20 01:32:26 GMT 2023","17064","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"passed","Wed Dec 20 01:32:43 GMT 2023","Wed Dec 20 01:33:09 GMT 2023","25862","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
"passed","Wed Dec 20 01:35:08 GMT 2023","Wed Dec 20 01:35:41 GMT 2023","32358","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Chat",""
"passed","Wed Dec 20 01:36:47 GMT 2023","Wed Dec 20 01:37:10 GMT 2023","22579","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Forbidden Name",""
"passed","Wed Dec 20 01:32:09 GMT 2023","Wed Dec 20 01:32:26 GMT 2023","16976","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"passed","Wed Dec 20 01:33:09 GMT 2023","Wed Dec 20 01:33:34 GMT 2023","24821","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Unblock Chat",""
"passed","Wed Dec 20 01:35:22 GMT 2023","Wed Dec 20 01:36:22 GMT 2023","59997","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"failed","Wed Dec 20 01:37:58 GMT 2023","Wed Dec 20 01:38:35 GMT 2023","37736","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Message Validation",""
"passed","Wed Dec 20 01:30:09 GMT 2023","Wed Dec 20 01:31:04 GMT 2023","54469","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Disable Camera",""
"passed","Wed Dec 20 01:32:26 GMT 2023","Wed Dec 20 01:32:43 GMT 2023","16810","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"passed","Wed Dec 20 01:37:10 GMT 2023","Wed Dec 20 01:37:28 GMT 2023","17236","chromium","ui_chats_test.spec.ts","UI - Chat Tests","","","Chats - Unblock Chat",""
"passed","Wed Dec 20 01:32:59 GMT 2023","Wed Dec 20 01:33:17 GMT 2023","17614","chromium","ui_search_test.spec.ts","UI - Search Tests","","","Chats - Search by name",""
"passed","Wed Dec 20 01:31:46 GMT 2023","Wed Dec 20 01:32:09 GMT 2023","23564","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Gift In Chat",""
"passed","Wed Dec 20 01:33:48 GMT 2023","Wed Dec 20 01:34:28 GMT 2023","39306","chromium","preStream_tests.spec.ts","UI Stream Tests With Two Users","","","Pre Stream - Close Pre Stream",""
"passed","Wed Dec 20 01:31:04 GMT 2023","Wed Dec 20 01:31:46 GMT 2023","41821","chromium","ui_chats_test.spec.ts","UI - Chat Page With Two Users","","","Chats - Send Media File",""
"passed","Wed Dec 20 01:34:28 GMT 2023","Wed Dec 20 01:35:08 GMT 2023","40454","chromium","ui_stoplist_test.spec.ts","UI - Profile Tests","","","Stoplist - Stream Titile",""
"passed","Wed Dec 20 01:32:26 GMT 2023","Wed Dec 20 01:32:43 GMT 2023","17045","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
